Id,PID,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,CentralAir,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageCars,WoodDeckSF,ScreenPorch,GarageType_2Types,GarageType_Attchd,BsmtLivArea,MasVnrType_BrkFace,MSZoning_FV,LotConfig_CulDSac,LandContour_HLS,Heating_GasA,Condition,HouseStyle_1Story,RoofStyle_Hip,SaleType_COD,SaleType_New,SaleType_WD,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_GrnHill,Neighborhood_MeadowV,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,RoofStyle_Othr,Foundation_Other,Exterior_BrkFace,Exterior_HdBoard,Exterior_Plywood,Exterior_WdSdng,SalePrice
272,907410080,70.0,8400,7,5,2004,109.0,3,3,2,3,1473.0,1,1484,1.0,3,1,3,1,0,2.0,0,0,0,1,712.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,213000
2521,533253090,40.0,3874,8,5,1980,0.0,3,3,2,4,1226.0,1,1226,1.0,1,1,3,1,1,2.0,133,0,0,1,807.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,190000
2324,527158020,72.0,8076,6,6,1993,112.0,2,3,2,1,1160.0,1,1169,0.0,3,1,2,1,1,2.0,0,144,0,1,705.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,183500
1953,535402140,93.0,10090,7,5,1963,364.0,2,2,2,3,725.0,1,1651,0.0,4,1,2,1,2,1.0,460,165,0,0,725.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,172000
887,908102290,67.0,8877,4,6,1938,0.0,2,2,2,2,816.0,1,816,1.0,2,1,2,1,1,1.0,0,0,0,0,690.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,100000
1479,907418010,85.0,11058,7,6,2007,212.0,3,3,2,1,1564.0,1,1564,0.0,3,1,3,1,0,3.0,0,0,0,1,56.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,218836
1317,902326060,60.0,10800,6,7,1905,0.0,2,1,2,1,482.0,0,1912,0.0,3,2,2,1,1,2.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,163000
1750,528235170,59.0,10936,7,5,2006,0.0,3,3,2,3,1510.0,1,1525,0.0,3,1,3,1,1,2.0,100,0,0,1,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,206580
2815,907420070,65.0,8461,6,5,2005,0.0,3,3,2,1,728.0,1,1456,0.0,3,1,3,1,1,2.0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,163990
2692,903452090,60.0,7518,5,8,1910,0.0,1,1,1,1,396.0,1,1330,0.0,3,1,2,1,0,1.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,116500
1090,528240050,72.0,8010,7,5,2002,0.0,3,3,2,1,840.0,1,1720,0.0,3,1,3,1,1,2.0,138,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,188000
1912,535102010,72.0,10050,5,6,1966,87.0,2,2,2,3,793.0,1,1280,0.0,3,1,2,1,1,2.0,140,0,0,0,602.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,175000
1634,527184020,38.0,4740,8,5,1988,0.0,3,3,2,4,1166.0,1,1179,1.0,2,1,2,1,0,2.0,0,135,0,1,248.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,182000
1974,902100010,60.0,6978,5,7,1926,0.0,3,2,2,1,850.0,1,960,0.0,2,1,2,1,0,2.0,0,0,0,0,0.0,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,103000
1764,528327060,65.2,11400,10,5,2001,705.0,4,4,2,4,2633.0,1,2633,1.0,2,1,4,1,2,3.0,314,0,0,1,1282.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,466500
634,535154130,66.0,9240,6,8,1959,0.0,3,2,2,1,988.0,1,988,1.0,3,1,3,1,0,1.0,156,0,0,1,708.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,149500
1683,527455030,24.0,2304,7,7,1978,0.0,2,3,2,1,1061.0,1,1055,0.0,2,1,2,1,0,1.0,108,0,0,1,638.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5,0.0,142500
2199,909251030,54.0,7223,5,5,1926,0.0,2,2,2,2,1290.0,1,1422,0.0,3,1,2,1,0,1.0,0,0,0,0,319.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,136500
2789,907230240,72.0,3612,6,5,1993,0.0,2,3,2,1,630.0,1,1320,0.0,3,1,2,1,0,2.0,0,0,0,0,338.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,137000
1018,527301245,63.0,12680,7,6,1988,102.0,3,3,3,2,1675.0,1,1688,1.0,2,1,4,1,1,2.0,0,141,0,1,983.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,226500
14,527180040,85.0,10176,7,5,1990,0.0,2,3,2,4,1300.0,1,1341,1.0,2,1,3,1,1,2.0,192,0,0,1,637.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,171500
2782,907200170,55.0,10780,5,5,1976,0.0,2,2,2,3,911.0,1,954,0.0,3,1,2,1,0,2.0,0,0,0,0,483.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,132500
2626,535454050,65.2,8544,3,4,1949,340.0,2,0,0,0,0.0,0,1040,0.0,2,2,2,1,0,2.0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,87500
1175,533234020,79.0,10646,7,5,2001,513.0,2,2,2,1,858.0,1,1789,1.0,3,1,2,1,1,2.0,0,0,0,1,681.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,223000
1232,535105060,80.0,8400,6,9,1962,237.0,3,2,2,1,1319.0,1,1537,1.0,3,1,3,1,1,2.0,0,0,0,1,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,174000
2590,535325450,85.0,15428,5,6,1951,0.0,2,2,2,1,884.0,1,884,1.0,2,1,2,1,0,1.0,0,195,0,1,741.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,142000
2463,528477030,81.0,11216,8,5,2006,0.0,3,3,3,1,1489.0,1,1489,0.0,3,1,3,1,1,2.0,0,0,0,1,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,232600
2358,527377030,78.0,10140,6,6,1974,99.0,2,2,2,1,1040.0,1,1309,1.0,3,1,3,1,1,2.0,265,0,0,1,1040.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,181000
2911,923225260,42.0,3964,6,4,1973,0.0,2,3,2,1,942.0,1,2521,1.0,5,1,2,-1,1,2.0,728,0,0,1,837.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,151400
1699,528112150,98.0,11428,8,5,2006,248.0,3,3,2,1,1626.0,1,1634,0.0,3,1,3,1,1,3.0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,250000
115,534152100,80.0,10421,7,5,1988,42.0,2,3,2,1,980.0,1,1714,0.0,3,1,2,1,1,2.0,228,0,0,1,394.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,196500
1998,902330090,75.0,13500,7,8,1879,0.0,2,2,2,1,819.0,1,2454,0.0,3,1,2,1,1,2.0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,185000
589,534129380,75.0,9000,6,5,1969,200.0,2,2,2,3,1216.0,1,1216,1.0,3,1,2,1,0,1.0,0,0,0,1,955.0,1,0,0,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,113000
1641,527252070,60.0,8089,8,6,2007,0.0,3,3,2,3,1419.0,1,1419,1.0,2,1,3,1,1,2.0,140,0,0,1,945.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392000
2821,908103320,35.0,9400,6,5,1975,250.0,2,3,3,4,945.0,1,980,0.0,4,0,2,1,0,0.0,0,0,0,0,945.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.0,127500
1846,533221060,24.0,2117,6,5,2000,216.0,3,3,2,1,756.0,1,1573,0.0,3,1,3,1,0,2.0,0,0,0,0,417.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,177000
1805,528482030,85.0,10625,6,5,2004,353.0,3,3,2,3,1158.0,1,2443,0.0,4,1,3,0,1,3.0,193,0,0,0,0.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,265000
1853,533244040,106.0,8413,8,5,1998,0.0,3,4,2,2,1220.0,1,2362,1.0,3,1,3,1,2,2.0,147,144,0,1,901.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,312500
1321,902401120,75.0,13500,10,9,1893,0.0,4,2,2,1,1237.0,1,2775,0.0,3,1,3,1,1,2.0,105,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,325000
564,532478020,72.0,15676,8,8,1980,115.0,3,3,3,4,2014.0,1,2014,1.0,2,1,3,-1,2,3.0,462,0,0,1,1825.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,275000
1771,528358040,82.0,9950,7,5,1995,290.0,3,3,2,1,1203.0,1,2520,0.0,4,1,3,1,1,3.0,224,0,0,1,565.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,290000
90,532479070,39.0,15410,6,6,1974,250.0,2,2,2,4,1208.0,1,1494,1.0,3,1,2,1,2,2.0,296,0,0,1,985.0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,169000
2684,903235020,50.0,6000,5,7,1921,0.0,2,2,2,1,616.0,1,616,0.0,2,1,2,1,0,1.0,0,0,0,0,616.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,89000
13,527166040,63.0,8402,6,5,1998,0.0,2,3,2,1,789.0,1,1465,0.0,3,1,2,1,1,2.0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,180400
445,528142130,85.0,10655,8,5,2003,296.0,3,3,2,1,3206.0,1,1629,1.0,3,1,3,1,1,3.0,0,0,0,1,1603.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,284000
1914,535106140,70.0,10150,5,5,1958,1.0,2,2,2,1,912.0,1,912,0.0,2,1,2,1,0,1.0,0,0,0,1,456.0,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,114500
2811,907410110,84.0,10084,7,5,2005,196.0,3,3,2,3,1552.0,1,1552,0.0,3,1,3,1,0,3.0,144,0,0,1,24.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,212900
850,907194110,67.0,16285,7,5,2001,0.0,3,3,2,1,1413.0,1,1430,0.0,3,1,3,1,0,2.0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,187100
1844,533213140,34.0,3230,6,5,1999,1129.0,2,3,2,1,729.0,1,1458,0.0,2,1,2,1,1,2.0,0,0,0,0,419.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,176000
2225,909428340,57.0,21579,6,6,1968,0.0,2,3,2,1,1488.0,1,1488,0.0,3,1,2,1,2,2.0,0,0,0,1,813.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,215000
1477,907412080,64.0,8320,7,5,2004,0.0,3,3,2,1,770.0,1,1582,0.0,3,1,3,1,0,2.0,0,0,0,1,490.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,185900
399,527405160,60.0,6960,4,6,1970,0.0,2,2,2,1,864.0,1,864,0.0,3,1,3,1,0,2.0,96,0,0,0,614.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,120500
2431,528231050,60.0,21930,5,5,2005,0.0,3,3,3,3,732.0,1,1838,0.0,4,1,2,1,1,2.0,100,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,192140
1605,923277030,60.0,6600,5,9,1982,0.0,3,2,2,1,816.0,1,816,0.0,3,1,3,1,1,1.0,0,0,0,1,641.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,130500
897,908225370,50.0,8405,4,3,1945,0.0,2,0,0,0,0.0,0,1529,0.0,4,1,2,0,0,1.0,92,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,98000
1426,906412010,91.0,11778,9,5,2008,554.0,3,3,2,4,2271.0,1,2276,1.0,3,1,4,1,2,3.0,0,255,0,1,2085.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,475000
2240,910204090,60.0,8967,5,2,1920,0.0,2,1,-1,1,961.0,1,1077,0.0,2,1,2,-1,0,1.0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67000
1706,528144050,86.0,10562,8,5,2007,300.0,3,4,2,1,1582.0,1,2161,1.0,3,1,4,1,1,3.0,178,0,0,1,1288.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,325624
2252,914460110,44.0,12864,7,5,2002,0.0,3,3,2,1,1409.0,1,1409,1.0,1,1,3,1,1,2.0,0,145,0,1,1392.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,245000
1136,531375110,66.0,13695,5,5,2004,0.0,2,2,2,1,1114.0,1,1114,1.0,3,1,3,1,0,2.0,0,0,0,0,646.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,159000
1877,534204120,79.0,10289,5,7,1965,168.0,2,2,2,1,1073.0,1,1073,1.0,3,1,2,1,0,2.0,0,0,0,1,836.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,156000
424,528106020,105.0,15431,10,5,2008,200.0,4,4,2,4,3094.0,1,2402,1.0,2,1,4,1,2,3.0,0,170,0,1,2306.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,555000
1182,533251120,57.0,11120,6,6,1984,0.0,2,3,2,1,1232.0,1,1232,0.0,3,1,2,1,0,2.0,0,0,0,1,660.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,162500
2750,906225180,73.0,9069,6,8,1993,0.0,3,3,2,3,1344.0,1,1440,2.0,2,2,3,1,0,4.0,288,0,0,1,1344.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,224500
1016,527276040,72.0,47280,6,5,1950,44.0,2,2,2,1,1488.0,1,1488,0.0,3,1,2,1,1,2.0,0,0,0,1,0.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,133000
2436,528250060,63.0,7875,7,5,2003,0.0,3,3,2,1,783.0,1,1509,0.0,3,1,3,1,1,2.0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,180000
1607,923277080,60.0,6600,5,6,1982,0.0,2,2,2,1,845.0,1,845,0.0,3,1,3,1,0,1.0,0,0,0,1,638.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,134500
2337,527216050,66.0,13682,10,5,2006,1031.0,4,4,2,4,1410.0,1,2945,0.0,3,1,3,1,1,3.0,192,0,0,0,0.0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,438780
1233,535105090,101.0,9150,6,5,1962,305.0,2,3,2,4,1099.0,1,1431,0.0,3,1,2,1,1,1.0,64,0,0,0,371.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,165000
419,527455240,65.0,7150,5,5,1967,60.0,2,2,2,1,892.0,1,892,0.0,3,1,2,1,0,1.0,0,0,0,1,432.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,100000
633,535154060,72.0,12285,7,6,1960,128.0,2,2,2,1,1329.0,1,1329,0.0,3,1,2,1,2,2.0,0,0,0,1,544.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,176000
2722,905200340,102.0,17920,5,4,1955,0.0,2,2,2,2,1763.0,1,1779,1.0,3,1,2,1,1,2.0,0,312,0,1,1391.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,170000
469,528228290,53.0,3684,7,5,2007,130.0,3,3,2,1,1373.0,1,1555,0.0,2,1,3,1,1,3.0,143,0,0,1,0.0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,174000
1365,903456130,62.0,7006,6,6,1925,0.0,2,2,2,1,768.0,1,1236,1.0,3,1,2,1,1,1.0,0,0,0,0,121.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,127000
1098,528294060,77.0,8390,7,5,1999,0.0,2,3,2,1,831.0,1,1651,0.0,3,1,2,1,1,2.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,185900
711,902206260,50.0,5784,5,8,1938,0.0,2,1,2,1,190.0,1,886,0.0,2,1,2,1,0,1.0,144,0,0,1,0.0,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,91300
2808,907405030,70.0,9135,6,5,2003,120.0,3,3,2,3,1682.0,1,1700,1.0,3,1,3,1,0,2.0,192,0,0,1,340.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,200000
1959,535450310,78.0,10496,6,6,1949,320.0,2,2,2,2,1040.0,1,1846,0.0,3,1,2,1,1,1.0,0,0,0,1,196.0,1,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,143000
2720,905200280,65.2,13650,5,5,1958,0.0,3,2,2,1,1052.0,1,1920,1.0,4,1,3,1,1,2.0,0,0,0,1,498.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,172500
2170,908103090,67.0,8308,4,6,1963,20.0,2,2,2,1,1088.0,1,1088,0.0,2,1,2,1,0,2.0,0,0,0,0,973.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,110000
603,534277090,93.7,9450,4,5,1957,160.0,2,2,2,1,1040.0,1,1362,1.0,3,1,2,1,1,3.0,0,0,0,1,775.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,140000
2113,906394050,78.0,9317,6,5,2006,0.0,3,3,2,1,1314.0,1,1314,0.0,3,1,3,1,1,2.0,0,0,0,1,24.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,176432
1146,531450090,65.2,7153,6,5,1991,88.0,2,3,2,1,1278.0,1,1294,1.0,3,1,3,1,0,2.0,112,0,0,1,1200.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,179200
2105,906380120,68.0,8814,7,5,2005,80.0,3,3,2,1,1274.0,1,1274,1.0,3,1,3,1,0,2.0,264,0,0,1,925.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,203000
1786,528435060,83.0,9849,7,6,2007,0.0,3,3,2,3,1689.0,1,1689,0.0,3,1,3,1,0,3.0,0,0,0,1,0.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,248328
961,916382110,79.0,14463,9,5,2008,406.0,4,4,2,4,1641.0,1,1641,1.0,3,1,4,1,0,3.0,0,0,0,1,1115.0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,316500
1405,905403060,50.0,5190,7,5,1948,0.0,2,2,2,1,570.0,1,1079,0.0,2,1,2,1,1,1.0,135,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,125600
1324,902406020,65.0,9750,5,6,1959,164.0,2,2,2,1,984.0,1,984,1.0,2,1,1,1,0,1.0,0,0,0,0,200.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,110000
1986,902205130,50.0,6000,4,4,1920,0.0,2,2,2,1,960.0,1,960,0.0,2,1,1,1,0,1.0,0,0,0,0,250.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,108500
307,911204090,66.0,8712,5,5,1952,0.0,1,2,2,3,540.0,0,1044,0.0,2,1,1,1,0,2.0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,55993
180,902206220,69.0,11851,5,7,1948,0.0,2,2,2,1,1027.0,1,1633,0.0,3,1,3,1,1,1.0,0,0,0,0,780.0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,129000
